ID	Name
OMIM:114600	CANINE TEETH, ABSENCE OF UPPER PERMANENT
OMIM:114900	CARCINOID TUMORS, INTESTINAL
OMIM:115080	CARDIAC CONDUCTION DEFECT
OMIM:115150	CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1
OMIM:115195	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2; CMH2
OMIM:115196	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3; CMH3
OMIM:115197	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 4; CMH4
OMIM:115200	CARDIOMYOPATHY, DILATED, 1A; CMD1A
OMIM:115210	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1; RCM1
OMIM:115300	HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL DOMINANT
OMIM:115310	PARAGANGLIOMAS 4; PGL4
OMIM:115430	CARPAL TUNNEL SYNDROME; CTS1
OMIM:115470	CAT EYE SYNDROME; CES
OMIM:115650	CATARACT 32, MULTIPLE TYPES; CTRCT32
OMIM:115660	CATARACT 7; CTRCT7
OMIM:115665	CATARACT 8, MULTIPLE TYPES; CTRCT8
OMIM:115700	CATARACT 4, MULTIPLE TYPES; CTRCT4
OMIM:115800	CATARACT 29; CTRCT29
OMIM:115900	CATARACT 42; CTRCT42
OMIM:116100	CATARACT 20, MULTIPLE TYPES; CTRCT20
OMIM:116200	CATARACT 1, MULTIPLE TYPES; CTRCT1
OMIM:116300	CATARACT 30; CTRCT30
OMIM:116400	CATARACT 41; CTRCT41
OMIM:116600	CATARACT 6, MULTIPLE TYPES; CTRCT6
OMIM:116700	CATARACT 13 WITH ADULT i PHENOTYPE; CTRCT13
OMIM:116800	CATARACT 5, MULTIPLE TYPES; CTRCT5
OMIM:116860	CEREBRAL CAVERNOUS MALFORMATIONS; CCM
OMIM:116920	LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD
OMIM:117000	CENTRAL CORE DISEASE OF MUSCLE; CCD
OMIM:117100	CENTRALOPATHIC EPILEPSY
OMIM:117210	SPINOCEREBELLAR ATAXIA 31; SCA31
OMIM:117300	CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2
OMIM:117360	SPINOCEREBELLAR ATAXIA 29; SCA29
OMIM:117550	SOTOS SYNDROME 1; SOTOS1
OMIM:117650	CEREBROCOSTOMANDIBULAR SYNDROME; CCMS
OMIM:117800	APOCRINE GLAND SECRETION, VARIATION IN
OMIM:118100	KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT; KFS1
OMIM:118200	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B
OMIM:118210	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1; CMT2A1
OMIM:118220	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1A; CMT1A
OMIM:118300	CHARCOT-MARIE-TOOTH DISEASE AND DEAFNESS
OMIM:118400	CHERUBISM
OMIM:118420	CHIARI MALFORMATION TYPE I
OMIM:118450	ALAGILLE SYNDROME 1; ALGS1
OMIM:118600	CHONDROCALCINOSIS 2; CCAL2
OMIM:118651	CHONDRODYSPLASIA PUNCTATA, TIBIA-METACARPAL TYPE
OMIM:118700	CHOREA, BENIGN HEREDITARY; BHC
OMIM:118800	PAROXYSMAL NONKINESIGENIC DYSKINESIA 1; PNKD1
OMIM:118830	CHYLOMICRONEMIA, FAMILIAL, DUE TO CIRCULATING INHIBITOR OF LIPOPROTEIN LIPASE
OMIM:118840	CHROMATE RESISTANCE; CHR
OMIM:119000	CLEFT CHIN
OMIM:119100	SPLIT-HAND/FOOT MALFORMATION WITH LONG BONE DEFICIENCY 1; SHFLD1
OMIM:119300	VAN DER WOUDE SYNDROME 1; VWS1
OMIM:119500	POPLITEAL PTERYGIUM SYNDROME; PPS
OMIM:119530	OROFACIAL CLEFT 1; OFC1
OMIM:119540	CLEFT PALATE, ISOLATED; CPI
OMIM:119550	SYNGNATHIA
OMIM:119580	BLEPHAROCHEILODONTIC SYNDROME; BCDS
OMIM:119600	CLEIDOCRANIAL DYSPLASIA; CCD
OMIM:119800	CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY; CCF
OMIM:119900	DIGITAL CLUBBING, ISOLATED CONGENITAL
OMIM:119915	CLUSTER HEADACHE, FAMILIAL
OMIM:120050	COXSACKIEVIRUS B3 SUSCEPTIBILITY; CXB3S
OMIM:120080	COLCHICINE RESISTANCE
OMIM:120100	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1; FCAS1
OMIM:120200	COLOBOMA, OCULAR, AUTOSOMAL DOMINANT
OMIM:120300	COLOBOMA OF MACULA
OMIM:120330	PAPILLORENAL SYNDROME; PAPRS
OMIM:120430	COLOBOMA OF OPTIC NERVE
OMIM:120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION; COB1
OMIM:120435	LYNCH SYNDROME I
OMIM:120450	COMEDONES, FAMILIAL DYSKERATOTIC
OMIM:120502	BRANCHIOOTIC SYNDROME 2
OMIM:120790	COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF
OMIM:120970	CONE-ROD DYSTROPHY 2; CORD2
OMIM:121050	ARTHROGRYPOSIS, DISTAL, TYPE 9; DA9
OMIM:121200	SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1
OMIM:121201	SEIZURES, BENIGN FAMILIAL NEONATAL, 2; BFNS2
OMIM:121210	FEBRILE SEIZURES, FAMILIAL, 1; FEB1
OMIM:121300	COPROPORPHYRIA, HEREDITARY; HCP
OMIM:121390	CORNEA GUTTATA WITH ANTERIOR POLAR CATARACTS
OMIM:121400	CORNEA PLANA 1, AUTOSOMAL DOMINANT; CNA1
OMIM:121800	SCHNYDER CORNEAL DYSTROPHY; SCCD
OMIM:121820	CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE; EBMD
OMIM:121850	CORNEAL DYSTROPHY, FLECK
OMIM:121900	CORNEAL DYSTROPHY, GROENOUW TYPE I; CDGG1
OMIM:122000	CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1; PPCD1
OMIM:122100	CORNEAL DYSTROPHY, MEESMANN; MECD
OMIM:122200	CORNEAL DYSTROPHY, LATTICE TYPE I; LCD1
OMIM:122400	EPITHELIAL RECURRENT EROSION DYSTROPHY; ERED
OMIM:122450	CORNEAL HYPESTHESIA, FAMILIAL
OMIM:122460	HUMAN CORONAVIRUS SENSITIVITY; HCVS
OMIM:122470	CORNELIA DE LANGE SYNDROME 1; CDLS1
OMIM:122600	SPONDYLOCOSTAL DYSOSTOSIS 5; SCDO5
OMIM:122700	COUMARIN RESISTANCE
OMIM:122750	COXA VARA
OMIM:122860	CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT; CDD
OMIM:122880	CRANIOFACIAL-DEAFNESS-HAND SYNDROME; CDHS
OMIM:123000	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT; CMDD
OMIM:123100	CRANIOSYNOSTOSIS 1; CRS1
OMIM:123150	JACKSON-WEISS SYNDROME; JWS
OMIM:123155	HYDROCEPHALUS, AUTOSOMAL DOMINANT; HDCPH1
OMIM:123320	CREATINE PHOSPHOKINASE, ELEVATED SERUM
OMIM:123400	CREUTZFELDT-JAKOB DISEASE; CJD
OMIM:123450	CRI-DU-CHAT SYNDROME
OMIM:123500	CROUZON SYNDROME
OMIM:123550	CRYOGLOBULINEMIA, FAMILIAL MIXED
OMIM:123570	CRYPTOPHTHALMOS, UNILATERAL OR BILATERAL, ISOLATED
OMIM:123700	CUTIS LAXA, AUTOSOMAL DOMINANT 1; ADCL1
OMIM:123790	BEARE-STEVENSON CUTIS GYRATA SYNDROME; BSTVS
OMIM:124000	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1
OMIM:124200	DARIER-WHITE DISEASE; DAR
OMIM:124300	DARWINIAN TUBERCLE OF PINNA
OMIM:124480	DEAFNESS, CONGENITAL, AND ONYCHODYSTROPHY, AUTOSOMAL DOMINANT; DDOD
OMIM:124500	DEAFNESS, CONGENITAL, WITH KERATOPACHYDERMIA AND CONSTRICTIONS OF FINGERS AND TOES
OMIM:124700	DEAFNESS, MID-TONE NEURAL
OMIM:124900	DEAFNESS, AUTOSOMAL DOMINANT 1; DFNA1
OMIM:125250	OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY
OMIM:125260	DEFECTIVE INTERFERING PARTICLE INDUCTION, CONTROL OF
OMIM:125310	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1; CADASIL1
OMIM:125350	FAILURE OF TOOTH ERUPTION, PRIMARY; PFE
OMIM:125370	DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY; DRPLA
OMIM:125400	DENTIN DYSPLASIA, TYPE I; DTDP1
OMIM:125420	DENTIN DYSPLASIA, TYPE II
OMIM:125440	DENTIN DYSPLASIA WITH SCLEROTIC BONES
OMIM:125480	MAJOR AFFECTIVE DISORDER 1; MAFD1
OMIM:125490	DENTINOGENESIS IMPERFECTA 1; DGI1
OMIM:125500	DENTINOGENESIS IMPERFECTA, SHIELDS TYPE III
OMIM:125520	CAYLER CARDIOFACIAL SYNDROME
OMIM:125540	DERMAL RIDGES, PATTERNLESS
OMIM:125550	DERMAL RIDGES-OFF-THE-END; ROES
OMIM:125590	DERMATOGLYPHICS--FINGERPRINT PATTERN
OMIM:125595	DERMATOPATHIA PIGMENTOSA RETICULARIS; DPR
OMIM:125630	VIBRATORY URTICARIA; VBU
OMIM:125700	DIABETES INSIPIDUS, NEUROHYPOPHYSEAL
OMIM:125800	DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL
OMIM:125850	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1
OMIM:125851	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2; MODY2
OMIM:125852	DIABETES MELLITUS, INSULIN-DEPENDENT, 2
OMIM:125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM
OMIM:126050	DIGITOTALAR DYSMORPHISM
OMIM:126070	DILUTION, PIGMENTARY
OMIM:126200	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS
OMIM:126300	DISTICHIASIS
OMIM:126550	DOUGHNUT LESIONS OF SKULL, FAMILIAL
OMIM:126600	DOYNE HONEYCOMB RETINAL DYSTROPHY; DHRD
OMIM:126700	BASAL LAMINAR DRUSEN
OMIM:126800	DUANE RETRACTION SYNDROME 1; DURS1
OMIM:126850	DUODENAL ULCER, HYPERPEPSINOGENEMIC I
OMIM:126900	DUPUYTREN CONTRACTURE
OMIM:127000	KENNY-CAFFEY SYNDROME, TYPE 2; KCS2
OMIM:127300	LERI-WEILL DYSCHONDROSTEOSIS; LWD
OMIM:127400	DYSCHROMATOSIS SYMMETRICA HEREDITARIA; DSH
OMIM:127500	DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 1; DUH1
OMIM:127550	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1; DKCA1
OMIM:127600	DYSKERATOSIS, HEREDITARY BENIGN INTRAEPITHELIAL; HBID
OMIM:127700	DYSLEXIA, SUSCEPTIBILITY TO, 1; DYX1
OMIM:127750	DEMENTIA, LEWY BODY; DLB
OMIM:128000	DYSTELEPHALANGY
OMIM:128100	DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT; DYT1
OMIM:128101	DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT; DYT4
OMIM:128200	EPISODIC KINESIGENIC DYSKINESIA 1; EKD1
OMIM:128230	DYSTONIA, DOPA-RESPONSIVE; DRD
OMIM:128235	DYSTONIA 12; DYT12
OMIM:128600	EAR MALFORMATION
OMIM:128700	PREAURICULAR FISTULAE, CONGENITAL
OMIM:128980	EARLOBES, THICKENED, WITH CONDUCTIVE DEAFNESS FROM INCUDOSTAPEDIAL ABNORMALITIES
OMIM:129150	ECHO VIRUS 11 SENSITIVITY; E11S
OMIM:129200	ADERMATOGLYPHIA WITH CONGENITAL FACIAL MILIA AND ACRAL BLISTERS, DIGITAL CONTRACTURES, AND NAIL ABNORMALITIES
OMIM:129400	RAPP-HODGKIN SYNDROME; RHS
OMIM:129490	ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT; ECTD10A
OMIM:129500	CLOUSTON SYNDROME
OMIM:129600	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT; ECTOL1
OMIM:129850	EDINBURGH MALFORMATION SYNDROME
OMIM:129900	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1; EEC1
OMIM:130000	EHLERS-DANLOS SYNDROME, CLASSIC TYPE
OMIM:130020	EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE
OMIM:130050	EHLERS-DANLOS SYNDROME, TYPE IV, AUTOSOMAL DOMINANT
OMIM:130060	EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL DOMINANT
OMIM:130070	EHLERS-DANLOS SYNDROME, PROGEROID TYPE, 1; EDSP1
OMIM:130080	EHLERS-DANLOS SYNDROME, TYPE VIII
OMIM:130180	ELECTROENCEPHALOGRAM, LOW-VOLTAGE
OMIM:130190	ELECTROENCEPHALOGRAPHIC PATTERN, BETA FREQUENCY, QUANTITATIVE TRAIT LOCUS; EEGBQTL
OMIM:130600	ELLIPTOCYTOSIS 2; EL2
OMIM:130650	BECKWITH-WIEDEMANN SYNDROME; BWS
OMIM:130720	LATERAL MENINGOCELE SYNDROME; LMNS
OMIM:130900	AMELOGENESIS IMPERFECTA, TYPE III; AI3
OMIM:131100	MULTIPLE ENDOCRINE NEOPLASIA, TYPE I; MEN1
OMIM:131200	ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1
OMIM:131300	CAMURATI-ENGELMANN DISEASE; CAEND
OMIM:131400	EOSINOPHILIA, FAMILIAL
OMIM:131440	MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA
OMIM:131500	EPICANTHUS
OMIM:131705	TRANSIENT BULLOUS DERMOLYSIS OF THE NEWBORN; TBDN
OMIM:131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT; DDEB
OMIM:131760	EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE; EBSDM
OMIM:131800	EPIDERMOLYSIS BULLOSA SIMPLEX, LOCALIZED
OMIM:131850	EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL
OMIM:131900	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED
OMIM:131950	EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE; EBSOG
OMIM:131960	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION; EBSMP
OMIM:132000	EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN AND DEFORMITY OF NAILS
OMIM:132100	PHOTOPAROXYSMAL RESPONSE 1; PPR1
